car	marca	modelo	año	cilindrada	estilo	combustibile	transmision	estado	kilometraje	puertas	pagoImpuesto	negociable	recibeVehiculo	fechaIngreso	vecesVisto	comentarios	precio
85919441	Ford	MUSTANG GT	2006	"4,600 cc"	Hatchback	Gasolina	Manual	Excelente	94000	2	SI	NO	NO	27 de Enero del 2020	Este vehículo ha sido visto 604 veces.	G.T PREMIUM	9500000
46339115	Toyota	RAV4	2010	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	103000	5	NO	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 285 veces.	Para inscribir	9500000
81339979	Hyundai	SONATA	2012	"2,400 cc"	Sedán	Gasolina	Automática/Dual	Excelente	65000	4	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 317 veces.	Limited Edition	9500000
61543180	Mitsubishi	L200	2007	"3,000 cc"	Pickup 4x4	Diesel	Manual	Excelente	ND	4	SI	NO	NO	28 de Enero del 2020	Este vehículo ha sido visto 638 veces.	Full extras	9500000
49148334	Honda	CRV	1998	"2,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	156000	5	SI	SI	NO	31 de Enero del 2020	Este vehículo ha sido visto 182 veces.	Muy bien cuidado! Pintura excelente	3300000
22122767	BMW	316I	2014	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	125000	4	SI	NO	NO	28 de Enero del 2020	Este vehículo ha sido visto 1447 veces.	Carro cm nuevo un solo dueño desde agencia garantizado	9500000
83619488	BMW	335	2007	"3,000 cc"	Sedán	Gasolina	Automática/Dual	Excelente	140000	2	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 501 veces.	Biturbo Pintura total nueva	9500000
14758410	Kia	SOUL	2017	"1,500 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	28000	5	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 293 veces.		9500000
98802897	Isuzu	DMAX	2009	"3,000 cc"	Pickup 4x4	Diesel	Manual	Excelente	200000	2	SI	SI	NO	30 de Enero del 2020	Este vehículo ha sido visto 239 veces.	EN EXELENTE ESTADO  precio degociable	9500000
49442056	Nissan	NAVARA	2009	"2,500 cc"	Pickup 4x4	Diesel	Manual	Excelente	251000	4	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 604 veces.	LLANTAS NUEVAS	9000000
79500454	Toyota	RAV4	2013	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	159000	5	SI	SI	NO	08 de Febrero del 2020	Este vehículo ha sido visto 742 veces.	"Perfecto estado, radio-pantalla pioneer, aros de lujo. Escucho OFERTAS!"	9000000
74377563	Hyundai	H1	2012	"2,500 cc"	Microbús/Minivan	Diesel	Manual	Excelente	240000	5	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 164 veces.	La buseta está en excelente estado perfecta para trabajar. Bien chaneada y con muchos extras.	9000000
41233851	Isuzu	NPR	1998	"3,900 cc"	Camión 1.0-3.5 ton.	Diesel	Automática/Dual	Excelente	185	2	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 117 veces.	furgon rampa pegadero para remolque con luces	9000000
60480335	Toyota	LAND CRUISER	1996	"2,800 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	325000	5	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 529 veces.		9000000
54427331	Toyota	RAV4	2013	"2,300 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	173719	5	SI	SI	SI	05 de Febrero del 2020	Este vehículo ha sido visto 426 veces.	Se recibe menor valor AUTOMÁTICO	9000000
58255680	Hyundai	ACCENT	2018	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	370000	5	SI	SI	NO	05 de Febrero del 2020	Este vehículo ha sido visto 352 veces.		9000000
12478360	Toyota	LAND CRUISER	1996	"2,800 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	325000	5	SI	SI	NO	05 de Febrero del 2020	Este vehículo ha sido visto 104 veces.	El vehículo está en buen estado	9000000
62305050	Kia	SPORTAGE	2013	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	106000	4	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 113 veces.		9000000
94417917	Mitsubishi	LANCER	2018	"1,600 cc"	Sedán	Gasolina	Manual	Muy Bueno	30000	5	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 172 veces.	Luces delanteras led. pantalla táctil	9000000
95085551	Isuzu	NPR	1999	"4,300 cc"	Camión 4.0-4.5 ton.	Diesel	Manual	Excelente	283000	2	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 145 veces.	CARROCERÍA GANADERA PRACTICAMENTE NUEVA	9000000
62536320	Hyundai	CRETA GL	2017	"1,600 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	85000	5	SI	NO	NO	07 de Febrero del 2020	Este vehículo ha sido visto 545 veces.	"RTV, MARCHAMO, COMPLETAMENTE AL DIA Y LIBRE DE CUALQUIER PRENDA, CINCO AROS DE LUJO, BUENAS LLANTAS"	9000000
84501773	Nissan	NAVARA	2009	"2,500 cc"	Pickup 4x4	Diesel	Manual	Excelente	240000	5	SI	SI	NO	10 de Febrero del 2020	Este vehículo ha sido visto 238 veces.	Excelente y muy estado económico	9000000
51984825	Chevrolet	CRUZE LS	2015	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	47500	4	SI	NO	NO	10 de Febrero del 2020	Este vehículo ha sido visto 65 veces.	Excelente estado. Poco kilometraje	9000000
72988386	Suzuki	CIAZ GLX	2017	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	60000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 60 veces.		9000000
39487000	Toyota	YARIS	2014	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	62600	4	SI	SI	NO	01 de Febrero del 2020	Este vehículo ha sido visto 1562 veces.	"GANGA, POCO KILOMETRAJE, MUY ECONOMICO ,"	6600000
1236032	Honda	CRV	2010	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	154117	4	SI	SI	SI	27 de Enero del 2020	Este vehículo ha sido visto 808 veces.	AL DÍA-GARANTÍA X ESCRITO-RECIBO-FINANCIO-autossantodomingocr ABIERTO LOS DOMINGOS	8175000
34984205	Suzuki	ERTIGA	2017	"1,400 cc"	Station Wagon	Gasolina	Manual	Excelente	90000	5	SI	SI	SI	11 de Febrero del 2020	Este vehículo ha sido visto 614 veces.	EXCELENTRTE ESTADO UN SOLO DUEÑO URGE VENDER SIETE PASAJEROS	6600000
35980951	Hyundai	TUCSON	2011	"2,000 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	125500	4	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 924 veces.	Bastante cuidado tanto interior como exterior recibo únicamente accent blue	6600000
85159646	Toyota	RAV4	2010	"2,400 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	215000	5	SI	NO	NO	28 de Enero del 2020	Este vehículo ha sido visto 685 veces.	Único Dueño - Comprado en Agencia Purdy - Excelente estado - cambios aceite de agencia NO SE RECIBE	6600000
89078287	Mercedes	Benz C200	2008	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	148000	4	SI	SI	SI	28 de Enero del 2020	Este vehículo ha sido visto 748 veces.	vea compare excelente estado nada que hacerle kompressor para mas info preferiblemente por whatsapp	6600000
14284477	Hyundai	TUCSON	2012	"2,000 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	109700	5	SI	SI	NO	29 de Enero del 2020	Este vehículo ha sido visto 1025 veces.		6600000
1406930	Hyundai	ELANTRA	2012	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	79808	4	SI	SI	SI	29 de Enero del 2020	Este vehículo ha sido visto 254 veces.	muy cuidado recibimos cero oxido financiamiento disponible garantia en motor y caja	6600000
83547506	Honda	CRV	2000	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	153000	5	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 78 veces.		3300000
96925661	Toyota	COROLLA GLI	2013	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	125000	4	SI	SI	NO	05 de Febrero del 2020	Este vehículo ha sido visto 266 veces.	Excelente estado versión sport asientos de cueros full mantenimiento	6600000
12370807	Daihatsu	TERIOS	2012	"1,500 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	143000	5	SI	SI	NO	05 de Febrero del 2020	Este vehículo ha sido visto 174 veces.	Excelente carro. Toldo incluido. Solo gente seria mjs por WhatsApp	6600000
31198227	Nissan	XTERRA	2006	"4,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	104000	5	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 203 veces.	Muy buen estado. Llantas AT nuevas. Lift kit dos pulgadas. Luces y halogenos led. Racks originales.	6600000
64619898	Daihatsu	TERIOS	2012	"1,500 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	159975	5	SI	SI	NO	10 de Febrero del 2020	Este vehículo ha sido visto 100 veces.	Exelente estado del vehículo.	6600000
9272522	Toyota	HILUX	2017	"2,400 cc"	Pickup 4x4	Diesel	Manual	Excelente	40932	4	SI	NO	SI	04 de Febrero del 2020	Este vehículo ha sido visto 243 veces.	ESTA COMO NUEVO! VENIR A VERLOS	18500000
43009723	Suzuki	SWIFT DZIRE GL	2017	"1,200 cc"	Sedán	Gasolina	Manual	Excelente	89500	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 68 veces.		6600000
69939392	Suzuki	SAMURAI	1987	"1,600 cc"	Todo Terreno 4x4	Gasolina	Manual	Muy Bueno	790000	2	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 607 veces.	Restaurado descapotable levantado winch con control snorkel halógenos motor sidekick REBAJADO	3400000
63695528	Hyundai	STAREX	2001	"2,000 cc"	Microbús/Minivan	Diesel	Manual	Muy Bueno	256112	4	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 484 veces.	NEGOCIABLE SE ESCUCHAN OFERTAS COMPLETAMENTE AL DIA  LLANTAS NUEVAS BATERIA NUEVA	3400000
2388310	Great	Wall HOVER CUV	2007	"2,350 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	102000	4	SI	NO	SI	13 de Febrero del 2020	Este vehículo ha sido visto 763 veces.	Impecable FB: Z MOTORS. Contáctenos x WhatsApp.	3400000
55728759	Toyota	ECHO	2003	"1,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	100000	2	SI	SI	NO	01 de Octubre del 2019	Este vehículo ha sido visto 4479 veces.	"PARA INSCRIBIR,VERSIÓN USA,RADIO DVD,CERO OXIDO,MUY LINDO,IMPECABLE,NEGOCIABLE!!"	3450000
11432015	Hyundai	I10	2009	"1,300 cc"	Hatchback	Gasolina	Manual	Excelente	128000	5	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 191 veces.	Cero fallas mecánicas desde su compra. Muy económico excelente estado	3400000
47092825	Honda	CRV	2006	"2,500 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	152000	5	SI	NO	NO	30 de Enero del 2020	Este vehículo ha sido visto 1430 veces.	Exc estado solo para venta	4000000
61114013	Mitsubishi	MONTERO	1999	"3,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	136000	5	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 154 veces.	Carro de casa siempre en la cochera esta en muy buenas condiciones cero oxido	3400000
9362400	Geely	CROSS	2014	"1,300 cc"	Hatchback	Gasolina	Manual	Excelente	42000	4	SI	SI	SI	06 de Febrero del 2020	Este vehículo ha sido visto 442 veces.	"Veinsa Usados, recibimos, financiamos, contactenos. ESTA EN PROMOCION"	3400000
53326167	Ssang	Yong KYRON	2007	"2,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	251121	5	SI	NO	NO	11 de Febrero del 2020	Este vehículo ha sido visto 196 veces.		3400000
87611183	Mazda	3	2008	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	168000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 72 veces.	Excelente estado pantalla táctil.	3400000
83236000	Toyota	4RUNNER	1993	"2,200 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	160000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 169 veces.	Carburada y muy económica todo nuevo suspensión OLD MAN EMU y muchas extras más recibo carro rápido	3400000
44284620	BYD	F0	2016	"1,000 cc"	Hatchback	Gasolina	Manual	Excelente	188000	4	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 70 veces.	excelente estado mecánico bien cuidado	3400000
1082541	Kia	CARENS	2007	"2,000 cc"	Microbús/Minivan	Diesel	Automática/Dual	Excelente	ND	5	SI	SI	SI	14 de Febrero del 2020	Este vehículo ha sido visto 80 veces.	"EXCELENTE ESTADO, RECIBIMOS Y FINANCIAMOS, CONSULTE Y CON MUCHO GUSTO LE ATENDEMOS."	3400000
4509328	Mitsubishi	LANCER RALLIART	2007	"2,000 cc"	Sedán	Gasolina	Automática/Dual	Excelente	219000	4	SI	SI	NO	09 de Octubre del 2019	Este vehículo ha sido visto 5082 veces.	"EXCELENTE ESTADO. PRECIO EN DÓLARES, MÁS GASTOS DE TRASPASO."	3432000
2897394	Chevrolet	SPARK LS PLUS	2011	800 cc	Hatchback	Gasolina	Manual	Excelente	62000	4	SI	SI	SI	26 de Noviembre del 2019	Este vehículo ha sido visto 1150 veces.	MAS VEHICULOS EN NUESTRA PAGINA AUTOSFOX.COM	3450000
87863916	Chevrolet	AVEO	2012	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	220000	5	SI	NO	NO	11 de Febrero del 2020	Este vehículo ha sido visto 798 veces.	excelente precio y vehiculo GANGA	3560000
3197621	Suzuki	SX4	2007	"2,000 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	109000	4	SI	NO	NO	07 de Enero del 2020	Este vehículo ha sido visto 3240 veces.	Vehículo para inscribir impuestos incluidos recibo financio	3575000
74906440	Toyota	YARIS ADVANCE	2005	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	ND	4	SI	SI	SI	24 de Enero del 2020	Este vehículo ha sido visto 1424 veces.	Impecable. full extras Aros.llantasNvas.Nacional.Wapp ochotrescuatrocuatrocerosieteseiscuatro	3575000
6986298	Mitsubishi	MONTERO SPORT	2000	"3,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	254276	4	SI	NO	SI	05 de Enero del 2020	Este vehículo ha sido visto 2465 veces.	Impecable FB: Z MOTORS. Contáctenos x WhatsApp.	3600000
86502998	Hyundai	GALLOPER II	1999	"2,500 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	298000	5	SI	SI	SI	11 de Febrero del 2020	Este vehículo ha sido visto 95 veces.	Esta en perfectas condiciones - Financiamiento disponible - Se recibe de menor valor.	3550000
80301929	Daihatsu	TERIOS	2005	"1,300 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	ND	4	SI	NO	NO	12 de Febrero del 2020	Este vehículo ha sido visto 107 veces.	Al dia-perfecto estado-solo efectivo	3550000
7473299	Mazda	PROTEGE 5	2003	"2,000 cc"	Sedán	Gasolina	Manual	Excelente	85850	4	SI	NO	NO	10 de Diciembre del 2019	Este vehículo ha sido visto 1129 veces.	SON MILLAS VERSION AMERICANA	3562656
84074449	Toyota	HILUX	1989	"3,000 cc"	Pickup 4x4	Gasolina	Manual	Excelente	ND	2	SI	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 1095 veces.	En perfectas condiciones cajon cafetalero todo al dia...	3595000
34591791	Nissan	VERSA	2009	"1,800 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	ND	5	SI	SI	NO	14 de Octubre del 2019	Este vehículo ha sido visto 3407 veces.	Vehículo para inscribir. RTV al día. impecable.Impuestos pagos. Muy económico	3600000
54674309	Toyota	COROLLA	2004	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	212000	4	SI	NO	NO	11 de Noviembre del 2019	Este vehículo ha sido visto 2650 veces.	"Económico, kit emergencia, accesorios multimedia, RTV  y casi medio millón en mant. reciente."	3600000
86588992	Nissan	XTERRA	2002	"2,400 cc"	Sedán	Gasolina	Manual	Excelente	200000	5	SI	SI	NO	06 de Enero del 2020	Este vehículo ha sido visto 811 veces.	"RTV al día, si desea ver más fotos solo escríbame"	3600000
87189496	Nissan	VERSA	2009	"1,800 cc"	Sedán	Gasolina	Manual	Muy Bueno	143000	4	SI	SI	NO	10 de Enero del 2020	Este vehículo ha sido visto 889 veces.	RTiene detalles de pintura y mecánica recibo carro de dos millones es negociable	3600000
87176661	Mercedes	Benz E320	1999	"3,000 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	174274	4	SI	SI	NO	14 de Enero del 2020	Este vehículo ha sido visto 1254 veces.		3600000
10377573	Toyota	COROLLA	2004	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	264500	4	SI	SI	NO	14 de Enero del 2020	Este vehículo ha sido visto 1069 veces.	Muy Cuidado se da con los aros de la primer imagen	3600000
71004630	Volkswagen	PASSAT	2000	"2,800 cc"	Sedán	Gasolina	Manual	Excelente	270000	4	SI	SI	NO	16 de Enero del 2020	Este vehículo ha sido visto 496 veces.	"Vendo volkswagen passat b5, año 2000, alemán, motor 2.8v6, Aros 17s audi con llantas nuevas, faja de"	3600000
56327236	Subaru	IMPREZA	1993	"1,800 cc"	Sedán	Gasolina	Manual	Excelente	181045	4	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 222 veces.		3500000
52480280	Daihatsu	SIRION	2008	"1,300 cc"	Hatchback	Gasolina	Manual	Muy Bueno	1	5	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 328 veces.	Manten Agencia-Llantas Bateria recientes-Polarizado Seguridad TresM-Sistema Seguridad Caja-Alarma	3500000
40574850	Hyundai	ACCENT	2008	"1,600 cc"	Hatchback	Gasolina	Manual	Excelente	164000	3	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 318 veces.	Se recibe vehiculo de menor valor marcas reconocidas	3500000
66447855	Mitsubishi	MONTERO SPORT	2000	"3,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	ND	5	SI	NO	NO	27 de Enero del 2020	Este vehículo ha sido visto 341 veces.		3500000
40251954	Suzuki	SAMURAI	1985	"2,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Bueno	ND	3	SI	NO	NO	27 de Enero del 2020	Este vehículo ha sido visto 589 veces.		3500000
47055320	Honda	CIVIC SI	2000	"2,000 cc"	Hatchback	Gasolina	Manual	Excelente	87000	2	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 597 veces.	HONDA CIVIC SI MOTOR FRANLKIN CAJA CORTA FULL EXTRAS.	3500000
59123854	Hyundai	ACCENT	2009	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	198	4	SI	SI	SI	27 de Enero del 2020	Este vehículo ha sido visto 586 veces.		3500000
46640426	Nissan	ALMERA	2009	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	133	5	SI	SI	SI	28 de Enero del 2020	Este vehículo ha sido visto 220 veces.	Se vende o se cambia por carro alto escucho ofertas hoja en blanco de rtv escucho ofertas	3500000
15731600	Chevrolet	SILVERADO	1992	"2,700 cc"	Pickup 4x2	Diesel	Manual	Muy Bueno	150000	2	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 588 veces.	Llantas nuevas	3500000
28317238	Toyota	COROLLA	2006	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	188914	5	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 227 veces.		3500000
83319573	Nissan	VERSA	2008	"1,800 cc"	Hatchback	Gasolina	Manual	Excelente	92000	5	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 546 veces.	Sin problemas mecánicos de funcionamiento.	3500000
48657422	Toyota	RAV4	2000	"1,800 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	ND	5	SI	NO	NO	28 de Enero del 2020	Este vehículo ha sido visto 518 veces.	Se vende porque  se compro un vehículo nuevo	3500000
91142902	Toyota	COROLLA	1993	"1,800 cc"	Sedán	Gasolina	Manual	Excelente	150000	5	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 245 veces.	Motor de Celica dol mil cinco Frente JDM Tourning Wagon y muchas extras más excelente para proyecto	3500000
80336431	Honda	FIT	2008	"1,300 cc"	Hatchback	Gasolina	Manual	Excelente	174000	4	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 491 veces.	Polarizado y alarma tiene RTV hasta Agosto	3500000
63241418	Toyota	COROLLA	2002	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	240000	4	SI	SI	NO	28 de Enero del 2020	Este vehículo ha sido visto 283 veces.	"Excelente Mantenimiento,llantas nuevas,negociable"	3500000
7985671	Mini	COOPER COUNTRYMAN S	2013	"1,600 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	50000	5	SI	SI	SI	16 de Enero del 2020	Este vehículo ha sido visto 1122 veces.	Impecable versión sport techo panorámico financio propios cincuenta portento recibo	11490000
24642371	Mini	COUNTRY MAN	2014	"1,800 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	50000	5	SI	SI	NO	31 de Enero del 2020	Este vehículo ha sido visto 270 veces.	Excelente estado mantenimiento de agencia	12000000
32709554	Mitsubishi	OUTLANDER	2017	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	50000	5	SI	SI	SI	25 de Enero del 2020	Este vehículo ha sido visto 1393 veces.	"Recibo vehiculo de menor valor,  llame y negociamos."	15000000
50581717	Jeep	WRANGLER	2012	"3,600 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	50000	2	SI	NO	NO	07 de Febrero del 2020	Este vehículo ha sido visto 123 veces.	El Jeep está impecable doble techo	15500000
33960381	Toyota	PRADO	2016	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	127000	5	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 858 veces.	PRADO VX o PLATINUM - RECORD DE AGENCIA - INVIERTA BIEN SU DINERO - CONVERSEMOS!!!	33000000
99537599	Land	Rover DISCOVERY SPORT	2015	"2,200 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	50000	5	SI	SI	NO	01 de Octubre del 2019	Este vehículo ha sido visto 3923 veces.	Esta como nuevo	20900000
3157744	Lexus	GS 450H F SPORT	2017	"3,500 cc"	Sedán	Híbrido	Automática/Dual	Muy Bueno	21478	4	SI	SI	SI	14 de Enero del 2020	Este vehículo ha sido visto 1097 veces.	Visitanos en cualquiera de nuestras sucursales Purdy Usados o ingresá a https:www.purdyusados.com	32318000
5519570	Mercedes	Benz GLC250	2016	"2,000 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	50000	5	SI	NO	SI	10 de Febrero del 2020	Este vehículo ha sido visto 474 veces.	Recibimos y financiamos!!!	21736000
68053076	BMW	X6	2014	"3,500 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	50000	4	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 1169 veces.	¡Termine de estrenar! Con pegadero para racket carreta etc	22000000
79322033	Dodge/RAM	RAM 2500 LARAMIE	2015	"6,700 cc"	Pickup 4x4	Diesel	Automática/Dual	Excelente	11000	4	SI	SI	SI	13 de Enero del 2020	Este vehículo ha sido visto 947 veces.	Excelente muy poco kilometraje aros MT	33000000
3341454	Land	Rover RANGE ROVER SPORT HSE	2013	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	50000	5	SI	SI	SI	14 de Febrero del 2020	Este vehículo ha sido visto 211 veces.	Impecable full extras recibo y financió propio cincuenta por ciento	23990000
1258406	BMW	M2	2017	"3,000 cc"	Sedán	Gasolina	Automática/Dual	Excelente	30837	2	SI	SI	SI	21 de Enero del 2020	Este vehículo ha sido visto 1396 veces.	MAS GASTOS DE TRASPASO	33084039
8248577	Jeep	GRAND CHEROKEE LIMITED TRDI	2016	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	50000	5	SI	SI	SI	14 de Febrero del 2020	Este vehículo ha sido visto 239 veces.	version fullaos de srt impecable techo panorámico paquete más filo recibo y financió propio c	23990000
6226758	Mercedes	Benz C63 AMG	2010	"6,200 cc"	Sedán	Gasolina	Automática/Dual	Excelente	90000	4	SI	NO	NO	11 de Enero del 2020	Este vehículo ha sido visto 1405 veces.	FIBRAS DE CARBON Y FULL EXTRAS	33467017
80838058	Toyota	FORTUNER	2018	"2,800 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	50000	5	SI	SI	NO	12 de Febrero del 2020	Este vehículo ha sido visto 214 veces.	En excelente estado para terminar de estrenarlo	27000000
80236347	Toyota	COROLLA	2003	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	295000	4	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 1092 veces.	EDICIÓN LIMITADA-TECHO PANORÁMICO-ECONÓMICO-ALARMA ANTISECUESTRO INCLUIDA-PRECIO NEGOCIABLE	3600000
50062281	Toyota	YARIS	2007	"1,500 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	193023	2	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 363 veces.		3600000
91079521	Suzuki	JIMNY	2009	"1,300 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	258000	2	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 1619 veces.		3600000
39903836	Audi	A4	2006	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	164000	4	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 493 veces.	PERFECTO ESTADO - HOJA RTV EN BLANCO - IMPECABLE - X MOTIVO DE VIAJE - MANTENIMIENTO PERSONAL - UNIC	3600000
41696190	Toyota	PRADO TXL	2016	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	50000	5	SI	SI	SI	21 de Enero del 2020	Este vehículo ha sido visto 1783 veces.	Impecable- Automatico- Llantas nuevas- Camara de Retroceso- controles en el volante- Para Inscribir	27200000
30891620	Nissan	TIIDA	2007	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	185123	4	SI	SI	NO	05 de Febrero del 2020	Este vehículo ha sido visto 608 veces.	SE ENCUENTRA EN NICOYA GUANACASTE. MUY BIEN CUIDADO POR SU DUEÑA.	3600000
18389630	Toyota	RAV4	2001	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	280000	4	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 283 veces.	PRECIO NEGOCIABLE	3600000
69192851	Toyota	YARIS	2007	"1,500 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	160000	3	SI	SI	NO	06 de Febrero del 2020	Este vehículo ha sido visto 408 veces.		3600000
86729904	Mitsubishi	MONTERO	1998	"3,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	243395	5	SI	SI	SI	07 de Febrero del 2020	Este vehículo ha sido visto 213 veces.	Se recibe automovil con vuelto a favor.	3600000
